,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot_Creating_Action,Shot_Creating_Action_per90,Pass_Live_Shot,Pass_Dead_Shot,Take_Ons_Shot,Shot-Shot,Fouls_drawn_Shot,Defensive_Shot,Goal_Creating_Action,Goal_Creating_Action_90,Pass_Live_Goal,Pass_Dead_Goal,Take_Ons_Goal,Shot_Goal,Fouls_Drawn_Goal,Defensive_Goal,Matches
19,Aritz Aduriz,es ESP,"FW,MF",Athletic Club,es La Liga,38,1981,2.3,2,0.87,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
20,Lumor Agbenyenu,gh GHA,DF,Mallorca,es La Liga,22,1996,20.1,34,1.70,24,4,3,1,2,0,0,0.00,0,0,0,0,0,0,Matches
21,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,23,1996,23.3,25,1.07,18,2,3,0,2,0,3,0.13,3,0,0,0,0,0,Matches
22,Lucien Agoume,fr FRA,MF,Inter,it Serie A,17,2002,0.8,2,2.65,2,0,0,0,0,0,1,1.32,1,0,0,0,0,0,Matches
23,Kevin Agudelo,co COL,"MF,FW",Fiorentina,it Serie A,20,1998,0.7,7,9.84,4,0,3,0,0,0,1,1.41,1,0,0,0,0,0,Matches
24,Kevin Agudelo,co COL,"MF,FW",Genoa,it Serie A,20,1998,7.4,32,4.33,24,0,5,0,1,2,2,0.27,1,0,0,0,0,1,Matches
25,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,23,1996,10.6,4,0.38,3,1,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
26,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,31,1988,16.1,57,3.53,31,0,9,12,5,0,7,0.43,3,0,1,2,1,0,Matches
27,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,26,1993,11.9,36,3.02,31,2,0,0,2,1,4,0.34,4,0,0,0,0,0,Matches
28,Emmanuel Agyemang-Badu,gh GHA,MF,Hellas Verona,it Serie A,28,1990,2.6,4,1.57,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
29,Jean-Eudes Aholou,ci CIV,MF,Saint-Étienne,fr Ligue 1,25,1994,7.0,13,1.86,7,0,0,0,2,4,1,0.14,0,0,0,0,0,1,Matches
30,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,23,1995,27.8,12,0.43,7,2,1,2,0,0,2,0.07,2,0,0,0,0,0,Matches
31,Ola Aina,ng NGA,DF,Torino,it Serie A,22,1996,23.1,55,2.38,31,12,4,1,7,0,6,0.26,3,1,0,0,2,0,Matches
32,Youssef Aït Bennasser,ma MAR,MF,Bordeaux,fr Ligue 1,23,1996,6.0,10,1.68,10,0,0,0,0,0,2,0.34,2,0,0,0,0,0,Matches
33,Rayan Aït Nouri,dz ALG,DF,Angers,fr Ligue 1,18,2001,14.2,26,1.83,20,1,1,1,1,2,2,0.14,2,0,0,0,0,0,Matches
34,Albian Ajeti,ch SUI,FW,West Ham,eng Premier League,22,1997,1.5,2,1.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
35,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,25,1994,22.9,42,1.84,32,0,2,5,3,0,12,0.52,7,0,1,2,2,0,Matches
36,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,24,1995,25.7,13,0.51,12,1,0,0,0,0,5,0.19,5,0,0,0,0,0,Matches
37,Marley Aké,fr FRA,"FW,MF",Marseille,fr Ligue 1,18,2001,1.1,3,2.73,2,0,1,0,0,0,1,0.91,1,0,0,0,0,0,Matches
38,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,24,1995,27.8,14,0.50,8,0,1,4,1,0,1,0.04,0,0,0,1,0,0,Matches
39,Chadrac Akolo,cd COD,"FW,MF",Amiens,fr Ligue 1,24,1995,6.0,13,2.15,9,0,0,2,1,1,2,0.33,1,0,0,1,0,0,Matches
40,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,24,1995,12.7,4,0.32,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
41,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,27,1992,27.8,46,1.66,40,2,1,3,0,0,3,0.11,2,1,0,0,0,0,Matches
42,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,21,1998,15.6,33,2.12,24,4,2,1,1,1,2,0.13,2,0,0,0,0,0,Matches
43,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,26,1992,13.0,27,2.07,21,0,0,6,0,0,2,0.15,1,0,0,1,0,0,Matches
44,Jordi Alba,es ESP,DF,Barcelona,es La Liga,30,1989,24.3,51,2.10,50,1,0,0,0,0,6,0.25,6,0,0,0,0,0,Matches
45,Luis Alberto,es ESP,MF,Lazio,it Serie A,26,1992,34.6,225,6.50,149,40,17,14,1,4,29,0.84,23,2,0,1,1,2,Matches
46,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,33,1985,36.0,19,0.53,17,0,0,1,1,0,1,0.03,1,0,0,0,0,0,Matches
47,Marc Albrighton,eng ENG,"MF,DF",Leicester City,eng Premier League,29,1989,9.6,27,2.80,23,2,1,1,0,0,5,0.52,5,0,0,0,0,0,Matches
48,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,25,1993,10.3,17,1.66,15,0,0,1,1,0,2,0.19,1,0,0,0,1,0,Matches
49,Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,25,1993,5.9,12,2.04,8,1,1,0,2,0,2,0.34,1,1,0,0,0,0,Matches
50,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,28,1991,19.7,60,3.05,49,3,3,4,0,1,10,0.51,8,0,2,0,0,0,Matches
51,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,28,1991,21.4,51,2.38,31,7,4,3,6,0,4,0.19,4,0,0,0,0,0,Matches
52,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,30,1989,32.9,27,0.82,25,0,0,1,0,1,4,0.12,4,0,0,0,0,0,Matches
53,Haitam Aleesami,no NOR,DF,Amiens,fr Ligue 1,28,1991,21.3,29,1.36,25,3,0,0,0,1,3,0.14,3,0,0,0,0,0,Matches
54,Álex Alegría,es ESP,FW,Mallorca,es La Liga,26,1992,1.2,1,0.83,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
55,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,21,1998,1.9,1,0.52,1,0,0,0,0,0,1,0.52,1,0,0,0,0,0,Matches
56,Carles Aleñá,es ESP,"MF,FW",Betis,es La Liga,21,1998,8.2,17,2.08,17,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
57,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,24,1995,10.0,4,0.40,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
58,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,1998,35.3,155,4.39,93,51,3,6,1,1,24,0.68,15,7,0,2,0,0,Matches
59,Enrico Alfonso,it ITA,GK,Brescia,it Serie A,31,1988,3.1,1,0.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
60,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,27,1992,17.4,45,2.59,33,0,3,4,5,0,2,0.12,2,0,0,0,0,0,Matches
61,Alisson,br BRA,GK,Liverpool,eng Premier League,26,1992,28.3,5,0.18,5,0,0,0,0,0,2,0.07,2,0,0,0,0,0,Matches
62,Allan,br BRA,MF,Napoli,it Serie A,28,1991,14.2,46,3.23,41,0,4,0,0,1,4,0.28,3,0,1,0,0,0,Matches
63,Dele Alli,eng ENG,"MF,FW",Tottenham,eng Premier League,23,1996,20.5,58,2.82,42,1,7,3,3,2,11,0.54,5,0,4,2,0,0,Matches
64,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,25,1994,33.6,83,2.47,56,0,10,6,7,4,3,0.09,2,0,0,0,1,0,Matches
65,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,28,1990,15.9,49,3.08,37,5,1,3,3,0,6,0.38,4,0,0,0,2,0,Matches
66,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,30,1989,15.3,19,1.24,14,4,0,0,1,0,2,0.13,2,0,0,0,0,0,Matches
67,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,27,1992,12.7,9,0.71,6,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
68,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,32,1986,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
69,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,24,1995,31.2,21,0.67,17,1,1,0,2,0,1,0.03,1,0,0,0,0,0,Matches
70,Bruno Alves,pt POR,DF,Parma,it Serie A,37,1981,29.7,26,0.88,19,1,0,4,0,2,0,0.00,0,0,0,0,0,0,Matches
71,Steven Alzate,co COL,"MF,DF",Brighton,eng Premier League,20,1998,13.2,38,2.88,29,0,6,2,1,0,2,0.15,1,0,0,0,1,0,Matches
72,Ibrahim Amadou,fr FRA,"DF,MF",Norwich City,eng Premier League,26,1993,8.4,2,0.24,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
73,Ibrahim Amadou,fr FRA,MF,Leganés,es La Liga,26,1993,8.6,3,0.35,1,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
74,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,29,1989,18.8,35,1.86,24,0,4,2,3,2,2,0.11,2,0,0,0,0,0,Matches
75,Amath,sn SEN,MF,Getafe,es La Liga,23,1996,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
76,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,1994,24.0,36,1.50,27,5,0,1,1,2,2,0.08,1,1,0,0,0,0,Matches
77,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,22,1997,6.1,29,4.77,20,0,4,3,1,1,0,0.00,0,0,0,0,0,0,Matches
78,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,18.1,14,0.77,11,1,0,1,0,1,2,0.11,2,0,0,0,0,0,Matches
79,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,22,1996,20.6,95,4.60,59,24,5,4,3,0,8,0.39,7,0,0,0,1,0,Matches
80,Ethan Ampadu,wls WAL,DF,RB Leipzig,de Bundesliga,18,2000,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
81,Opoku Ampomah,gh GHA,"FW,MF",Düsseldorf,de Bundesliga,23,1996,5.6,21,3.77,13,0,5,2,1,0,0,0.00,0,0,0,0,0,0,Matches
82,Sofyan Amrabat,ma MAR,MF,Hellas Verona,it Serie A,22,1996,32.4,81,2.50,72,1,4,0,3,1,7,0.22,6,0,0,0,1,0,Matches
83,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,23,1996,17.0,16,0.94,16,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
84,Djavan Anderson,nl NED,"FW,DF",Lazio,it Serie A,24,1995,1.9,2,1.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
85,Felipe Anderson,br BRA,"MF,FW",West Ham,eng Premier League,26,1993,16.6,67,4.03,50,2,5,5,4,1,11,0.66,9,0,2,0,0,0,Matches
86,Sebastian Andersson,se SWE,FW,Union Berlin,de Bundesliga,28,1991,29.8,58,1.95,44,0,4,5,5,0,8,0.27,1,0,2,4,1,0,Matches
87,Florin Andone,ro ROU,FW,Brighton,eng Premier League,26,1993,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
88,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,28,1990,22.8,39,1.71,32,0,2,2,1,2,4,0.18,4,0,0,0,0,0,Matches
89,Lorenzo Andrenacci,it ITA,GK,Brescia,it Serie A,24,1995,5.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
90,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,24,1994,28.6,83,2.90,55,4,5,11,6,2,6,0.21,4,0,0,0,1,1,Matches
91,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,11.4,13,1.14,12,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
92,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,8.8,20,2.28,16,0,1,0,3,0,2,0.23,1,0,0,0,1,0,Matches
93,José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,26.2,64,2.44,39,14,2,5,2,2,6,0.23,4,1,0,1,0,0,Matches
94,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,35,1984,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
95,Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,4.7,15,3.19,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
96,Angeliño,es ESP,"DF,FW",RB Leipzig,de Bundesliga,22,1997,12.2,41,3.37,27,9,3,1,1,0,5,0.41,4,0,1,0,0,0,Matches
97,Faustino Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
98,Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,11.8,19,1.61,14,1,2,1,1,0,1,0.08,1,0,0,0,0,0,Matches
99,Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,32,1986,19.6,59,3.00,46,3,4,3,2,1,8,0.41,6,0,2,0,0,0,Matches
100,Janis Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
101,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,29,1990,19.6,71,3.61,35,1,15,11,7,2,9,0.46,4,0,1,3,1,0,Matches
102,Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,31,1987,11.4,19,1.66,17,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
103,Mirko Antonucci,it ITA,"FW,MF",Roma,it Serie A,20,1999,0.9,3,3.29,1,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
104,Vitorino Antunes,pt POR,MF,Getafe,es La Liga,32,1987,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
105,Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,de Bundesliga,25,1994,27.4,95,3.46,62,12,7,3,10,1,6,0.22,4,1,1,0,0,0,Matches
106,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,24,1995,2.1,2,0.95,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
107,Houssem Aouar,dz ALG,"MF,FW",Lyon,fr Ligue 1,21,1998,21.7,85,3.91,53,2,11,7,8,4,11,0.51,9,0,1,1,0,0,Matches
108,Adil Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,2,2.81,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
109,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,17,0.95,14,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
110,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,34.1,49,1.44,28,7,2,6,5,1,4,0.12,3,1,0,0,0,0,Matches
111,Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,2,2.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
112,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,46,1.95,41,1,0,1,2,1,5,0.21,5,0,0,0,0,0,Matches
113,Luiz Araújo,br BRA,"FW,MF",Lille,fr Ligue 1,23,1996,9.2,32,3.47,16,1,8,2,4,1,2,0.22,1,0,0,1,0,0,Matches
114,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,15,0.47,10,0,1,3,0,1,4,0.12,2,0,0,2,0,0,Matches
115,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,1,0.38,1,0,0,0,0,0,1,0.38,1,0,0,0,0,0,Matches
116,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,23,1.03,18,2,1,2,0,0,1,0.04,0,0,1,0,0,0,Matches
117,Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
118,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
119,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12.0,23,1.92,19,2,0,1,1,0,2,0.17,2,0,0,0,0,0,Matches
120,Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
121,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,27,1992,19.1,60,3.15,43,0,6,5,5,1,8,0.42,4,0,1,2,0,1,Matches
122,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,24,1995,8.8,18,2.05,11,1,0,1,5,0,3,0.34,2,0,0,0,1,0,Matches
123,José Arnaiz,es ESP,MF,Leganés,es La Liga,24,1995,3.7,14,3.74,9,2,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
124,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,137,4.37,55,56,4,10,11,1,14,0.45,5,6,0,2,1,0,Matches
125,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
126,Kwadwo Asamoah,gh GHA,"DF,FW",Inter,it Serie A,30,1988,7.1,20,2.82,17,0,2,0,0,1,4,0.56,3,0,1,0,0,0,Matches
127,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,6,0.85,5,1,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
128,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,4,0.12,2,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
129,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,11,2.95,8,0,2,1,0,0,1,0.27,1,0,0,0,0,0,Matches
130,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,6,7.11,3,0,2,0,0,1,0,0.00,0,0,0,0,0,0,Matches
131,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,109,3.01,78,1,10,7,11,2,12,0.33,6,0,4,0,2,0,Matches
132,Roger Assalé,ci CIV,"FW,MF",Leganés,es La Liga,25,1993,5.9,19,3.22,12,0,2,0,5,0,3,0.51,1,0,0,0,2,0,Matches
133,Youcef Atal,dz ALG,"FW,DF",Nice,fr Ligue 1,23,1996,11.1,35,3.14,17,0,13,2,2,1,3,0.27,1,0,1,0,1,0,Matches
134,Miguel Atienza,es ESP,MF,Eibar,es La Liga,20,1999,0.3,1,3.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
135,Christian Atsu,gh GHA,"MF,FW",Newcastle Utd,eng Premier League,27,1992,8.3,25,3.00,19,3,2,0,1,0,4,0.48,3,1,0,0,0,0,Matches
136,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,69,1.98,48,0,6,7,6,2,12,0.34,8,0,0,2,1,1,Matches
137,Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
138,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,44,3.49,39,3,2,0,0,0,5,0.40,5,0,0,0,0,0,Matches
139,Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3.0,6,2.03,2,0,0,0,4,0,2,0.68,0,0,0,0,2,0,Matches
140,Ludwig Augustinsson,se SWE,"DF,MF",Werder Bremen,de Bundesliga,25,1994,10.3,28,2.73,20,6,1,0,1,0,1,0.10,1,0,0,0,0,0,Matches
141,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,50,1.67,44,2,2,0,1,1,6,0.20,6,0,0,0,0,0,Matches
142,Mathias Autret,fr FRA,"MF,FW",Brest,fr Ligue 1,28,1991,13.6,60,4.42,40,14,1,2,1,2,5,0.37,4,0,0,1,0,0,Matches
143,Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,47,2.66,29,0,5,5,7,1,6,0.34,3,0,1,0,2,0,Matches
144,Javier Avilés,es ESP,"MF,FW",Leganés,es La Liga,21,1997,2.0,7,3.41,5,0,1,0,1,0,2,0.97,1,0,1,0,0,0,Matches
145,Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,13,0.59,10,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
146,Taiwo Awoniyi,ng NGA,"FW,MF",Mainz 05,de Bundesliga,21,1997,5.4,13,2.43,9,0,4,0,0,0,0,0.00,0,0,0,0,0,0,Matches
147,Florian Ayé,fr FRA,"FW,MF",Brescia,it Serie A,22,1997,15.3,36,2.35,22,1,2,7,4,0,2,0.13,1,0,0,0,1,0,Matches
148,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,27,1991,35.0,81,2.32,48,0,13,4,13,3,8,0.23,3,0,2,2,1,0,Matches
149,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,47,1.55,41,0,0,3,1,2,3,0.10,3,0,0,0,0,0,Matches
150,Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,22,1.46,13,1,0,3,3,2,1,0.07,1,0,0,0,0,0,Matches
151,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,87,2.42,78,2,2,3,1,1,7,0.20,5,1,0,1,0,0,Matches
152,Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,24,2.61,21,1,1,0,1,0,1,0.11,1,0,0,0,0,0,Matches
153,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,28,0.87,25,0,0,0,2,1,1,0.03,1,0,0,0,0,0,Matches
154,Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,44,2.78,27,0,4,5,7,1,5,0.32,0,0,1,1,3,0,Matches
155,Carlos Bacca,co COL,FW,Villarreal,es La Liga,32,1986,7.6,15,1.97,9,0,3,1,1,1,2,0.26,1,0,0,0,1,0,Matches
156,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,47,2.67,39,2,2,0,2,2,1,0.06,1,0,0,0,0,0,Matches
157,Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
158,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,18,2001,15.7,9,0.57,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
159,Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
160,Alex Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
161,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,19,1.88,15,0,0,2,1,1,2,0.20,2,0,0,0,0,0,Matches
162,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,35,1.62,31,0,0,1,2,1,2,0.09,2,0,0,0,0,0,Matches
