,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots,Matches
42,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,27,1993,9.6,18,14,14,4,0,10,18,55.6,8,16,3,13,19,37,33,0,Matches
43,Marley Aké,fr FRA,FW,Marseille,fr Ligue 1,19,2001,1.6,3,3,1,0,2,0,1,0.0,1,2,0,2,0,3,1,0,Matches
44,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,25,1995,8.9,10,5,3,6,1,3,4,75.0,1,2,1,1,9,19,23,0,Matches
45,Paul Akouokou,ci CIV,MF,Betis,es La Liga,22,1997,4.2,11,8,2,8,1,5,8,62.5,3,3,1,2,6,17,7,0,Matches
46,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,27,1992,11.7,38,25,13,22,3,8,27,29.6,19,24,6,18,18,56,13,0,Matches
47,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,25,1995,13.2,18,12,11,6,1,8,14,57.1,6,28,15,13,13,31,32,2,Matches
48,David Alaba,at AUT,"DF,MF",Bayern Munich,de Bundesliga,28,1992,29.7,37,21,14,19,4,17,32,53.1,15,29,13,16,43,80,60,0,Matches
49,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,22,1998,16.7,53,33,30,16,7,29,45,64.4,16,17,2,15,21,74,38,0,Matches
50,Jony Álamo,es ESP,MF,Elche,es La Liga,18,2001,0.8,2,1,1,0,1,0,1,0.0,1,0,0,0,1,3,0,0,Matches
51,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,27,1992,13.8,8,2,2,5,1,2,4,50.0,2,9,1,8,2,10,10,0,Matches
52,Jordi Alba,es ESP,"DF,FW",Barcelona,es La Liga,31,1989,33.6,45,30,22,16,7,24,52,46.2,28,21,2,19,49,94,48,0,Matches
53,Luis Alberto,es ESP,MF,Lazio,it Serie A,27,1992,29.1,43,24,15,19,9,15,73,20.5,58,41,2,39,13,56,11,1,Matches
54,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,34,1985,34.6,22,15,19,3,0,13,18,72.2,5,32,22,10,22,44,146,2,Matches
55,Marc Albrighton,eng ENG,"DF,FW",Leicester City,eng Premier League,30,1989,19.4,33,19,14,15,4,16,45,35.6,29,29,3,26,17,50,27,1,Matches
56,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,26,1993,17.2,6,3,1,2,3,3,7,42.9,4,8,0,8,9,15,6,0,Matches
57,Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31,1989,10.1,8,4,6,2,0,3,5,60.0,2,19,13,6,16,24,50,0,Matches
58,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,29,1991,20.6,61,36,20,30,11,17,49,34.7,32,26,0,26,30,91,14,0,Matches
59,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,29,1991,24.1,54,29,32,21,1,30,80,37.5,50,35,8,27,31,85,28,0,Matches
60,Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,23,1996,14.4,16,10,11,5,0,7,16,43.8,9,14,10,4,21,37,61,1,Matches
61,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,31,1989,24.9,35,22,22,11,2,18,30,60.0,12,40,28,12,10,45,121,0,Matches
62,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,25,1995,9.2,14,10,8,4,2,4,23,17.4,19,14,1,13,3,17,10,0,Matches
63,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,22,1998,0.5,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
64,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,22,1998,15.2,15,10,3,9,3,7,25,28.0,18,14,1,13,2,17,2,0,Matches
65,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,eng Premier League,25,1995,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
66,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,1998,33.7,56,33,31,18,7,36,56,64.3,20,24,3,21,49,105,50,3,Matches
67,Alfon,es ESP,MF,Celta Vigo,es La Liga,21,1999,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
68,Mohamed Ali Cho,fr FRA,"FW,MF",Angers,fr Ligue 1,16,2004,3.9,9,7,2,6,1,4,9,44.4,5,4,0,4,3,12,0,0,Matches
69,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,eng Premier League,28,1992,27.3,74,31,38,28,8,32,74,43.2,42,17,2,15,23,97,50,2,Matches
70,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,28,1992,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
71,Alisson,br BRA,GK,Liverpool,eng Premier League,27,1992,33.0,3,2,3,0,0,3,4,75.0,1,0,0,0,2,5,26,7,Matches
72,Saturnin Allagbé,bj BEN,GK,Dijon,fr Ligue 1,26,1993,12.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,3,Matches
73,Allan,br BRA,MF,Everton,eng Premier League,29,1991,22.8,80,45,39,37,4,28,95,29.5,67,31,12,19,19,99,25,1,Matches
74,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,24,1996,6.9,18,11,8,6,4,7,19,36.8,12,9,0,9,7,25,3,0,Matches
75,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,26,1994,27.0,49,29,21,25,3,14,56,25.0,42,23,4,19,25,74,20,1,Matches
76,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,29,1990,10.7,13,3,6,4,3,7,14,50.0,7,12,1,11,12,25,30,0,Matches
77,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,28,1992,17.4,42,25,13,26,3,8,22,36.4,14,22,5,17,22,64,24,2,Matches
78,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,1995,21.6,19,12,11,8,0,9,21,42.9,12,12,5,7,53,72,73,0,Matches
79,Bruno Alves,pt POR,DF,Parma,it Serie A,38,1981,18.1,13,10,10,3,0,7,9,77.8,2,17,12,5,26,39,81,0,Matches
80,Steven Alzate,co COL,MF,Brighton,eng Premier League,21,1998,10.0,17,8,10,4,3,6,15,40.0,9,8,1,7,8,25,10,0,Matches
81,Ibrahim Amadou,fr FRA,MF,Angers,fr Ligue 1,27,1993,16.7,39,26,18,19,2,15,38,39.5,23,14,4,10,23,62,25,0,Matches
82,Romain Amalfitano,fr FRA,"FW,DF",Dijon,fr Ligue 1,30,1989,1.3,4,2,3,1,0,1,3,33.3,2,2,1,1,1,5,1,0,Matches
83,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,2001,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,1,0,Matches
84,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,1994,8.0,11,7,6,4,1,8,12,66.7,4,8,4,4,12,23,26,0,Matches
85,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,1994,9.0,11,9,9,1,1,9,12,75.0,3,12,2,10,27,38,33,1,Matches
86,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,23,1997,8.4,7,4,1,1,5,2,12,16.7,10,2,0,2,2,9,4,0,Matches
87,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
88,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,23,1996,21.0,12,7,4,8,0,7,33,21.2,26,18,3,15,12,24,7,0,Matches
89,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,eng Premier League,19,2000,23.2,57,36,31,24,2,20,46,43.5,26,40,19,21,49,106,87,3,Matches
90,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,23,1996,27.1,39,22,11,24,4,18,48,37.5,30,30,5,25,23,62,12,0,Matches
91,Jon Ander Garrido,es ESP,MF,Cádiz,es La Liga,30,1989,8.9,18,10,8,7,3,10,26,38.5,16,12,4,8,14,32,13,0,Matches
92,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,24,1996,30.3,33,19,18,11,4,15,28,53.6,13,24,13,11,44,77,151,1,Matches
93,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,24,1996,2.1,2,1,1,1,0,2,2,100.0,0,1,1,0,2,4,6,0,Matches
94,Djavan Anderson,nl NED,DF,Lazio,it Serie A,25,1995,0.8,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,Matches
95,Elliot Anderson,sct SCO,MF,Newcastle Utd,eng Premier League,17,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
96,Felipe Anderson,br BRA,"FW,MF",West Ham,eng Premier League,27,1993,0.0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
97,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,29,1991,12.5,3,2,0,3,0,1,8,12.5,7,10,3,7,2,5,9,0,Matches
98,Nícolas Andrade,br BRA,GK,Udinese,it Serie A,32,1988,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
99,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,29,1990,32.1,114,68,47,61,6,53,122,43.4,69,39,10,29,76,190,49,0,Matches
100,Marcos André,br BRA,FW,Valladolid,es La Liga,23,1996,13.1,8,2,2,2,4,0,8,0.0,8,15,2,13,2,10,9,0,Matches
101,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,25,1994,28.1,51,24,22,27,2,24,53,45.3,29,40,6,34,51,102,31,2,Matches
102,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,23,1996,18.6,36,24,17,15,4,17,42,40.5,25,17,4,13,19,55,9,1,Matches
103,Ángel,es ESP,GK,Granada,es La Liga,18,2002,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
104,José Ángel,es ESP,DF,Eibar,es La Liga,30,1989,10.0,15,8,9,4,2,8,12,66.7,4,7,0,7,13,28,17,1,Matches
105,Miguel Ángel Rubio,es ESP,DF,Valladolid,es La Liga,22,1998,1.5,0,0,0,0,0,0,0,,0,2,2,0,3,3,11,0,Matches
106,Angeliño,es ESP,"DF,FW",RB Leipzig,de Bundesliga,23,1997,24.0,31,19,10,18,3,13,24,54.2,11,22,1,21,30,61,40,0,Matches
107,Davide Angelo Ghislandi,it ITA,DF,Atalanta,it Serie A,19,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
108,Philip Ankhrah,gh GHA,MF,Hellas Verona,it Serie A,17,2002,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
109,Cristian Ansaldi,ar ARG,"DF,FW",Torino,it Serie A,33,1986,21.6,48,33,25,14,9,24,38,63.2,14,21,7,14,16,64,38,0,Matches
110,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,24,1996,30.1,31,20,17,14,0,12,31,38.7,19,28,18,10,47,78,114,0,Matches
111,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,30,1990,21.9,7,4,1,5,1,1,7,14.3,6,20,3,17,7,14,7,0,Matches
112,José Antonio Miranda,gq EQG,"MF,DF",Getafe,es La Liga,22,1998,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
113,Valentin Antov,bg BUL,DF,Bologna,it Serie A,19,2000,2.6,4,2,3,1,0,3,10,30.0,7,6,5,1,4,8,13,0,Matches
114,Houssem Aouar,dz ALG,"MF,FW",Lyon,fr Ligue 1,22,1998,19.8,17,12,0,13,4,8,25,32.0,17,17,1,16,17,34,4,0,Matches
115,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,2002,19.2,38,20,12,17,9,13,49,26.5,36,15,1,14,10,48,6,0,Matches
116,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,1992,17.3,55,34,33,15,7,32,59,54.2,27,23,6,17,25,80,43,0,Matches
117,Aritz Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,1998,0.3,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,Matches
118,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,24,1995,33.1,64,39,22,35,7,23,80,28.8,57,40,5,35,42,106,28,0,Matches
119,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,31,1989,18.5,41,23,16,21,4,17,43,39.5,26,32,4,28,33,74,17,0,Matches
120,Luiz Araújo,br BRA,MF,Lille,fr Ligue 1,24,1996,16.6,38,25,12,18,8,8,28,28.6,20,23,1,22,11,49,3,0,Matches
121,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,1991,27.0,24,16,14,9,1,7,15,46.7,8,23,18,5,43,67,89,2,Matches
122,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,21,1999,16.8,22,11,12,8,2,9,9,100.0,0,24,15,9,20,42,47,1,Matches
123,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,33,1987,31.2,45,26,31,11,3,27,54,50.0,27,36,11,25,69,114,73,1,Matches
124,Alphonse Areola,fr FRA,GK,Fulham,eng Premier League,27,1993,36.0,1,0,1,0,0,1,5,20.0,4,0,0,0,1,2,13,3,Matches
125,Santiago Arias,co COL,DF,Leverkusen,de Bundesliga,28,1992,1.0,2,1,0,1,1,1,1,100.0,0,0,0,0,1,3,4,0,Matches
126,Karim Aribi,dz ALG,FW,Nîmes,fr Ligue 1,26,1994,3.3,2,2,0,1,1,0,5,0.0,5,1,0,1,0,2,3,0,Matches
127,Unai Arietaleanizbeaskoa,es ESP,"FW,MF",Eibar,es La Liga,21,1999,0.5,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
128,Nicolò Armini,it ITA,DF,Lazio,it Serie A,19,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
129,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,28,1992,30.7,60,41,19,32,9,27,75,36.0,48,26,1,25,24,84,19,0,Matches
130,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,26,1994,28.7,47,32,20,26,1,18,49,36.7,31,24,3,21,49,96,57,0,Matches
131,Tolu Arokodare,ng NGA,"FW,MF",Köln,de Bundesliga,19,2000,1.2,1,1,0,0,1,0,0,,0,1,0,1,1,2,0,0,Matches
132,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,18,2001,1.5,3,1,2,1,0,1,3,33.3,2,2,0,2,4,7,2,0,Matches
133,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,25,1994,6.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,3,Matches
134,Tolgay Arslan,de GER,MF,Udinese,it Serie A,29,1990,20.2,52,32,24,24,4,25,54,46.3,29,22,2,20,22,74,15,1,Matches
135,Kwadwo Asamoah,gh GHA,"DF,MF",Cagliari,it Serie A,31,1988,2.5,4,3,2,2,0,2,3,66.7,1,5,1,4,4,8,2,1,Matches
136,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,23,1997,8.5,30,15,15,14,1,15,28,53.6,13,23,2,21,13,43,14,0,Matches
137,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,31,1989,36.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,13,2,Matches
138,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,24,1996,20.8,12,6,7,4,1,3,24,12.5,21,15,0,15,11,23,10,0,Matches
139,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,19,2001,1.1,0,0,0,0,0,0,0,,0,2,0,2,3,3,3,0,Matches
140,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,32,1987,31.8,11,3,2,7,2,2,23,8.7,21,25,2,23,16,27,21,0,Matches
141,Roger Assalé,ci CIV,"FW,MF",Dijon,fr Ligue 1,26,1993,9.2,10,8,3,5,2,4,12,33.3,8,7,3,4,2,12,2,0,Matches
142,Youcef Atal,dz ALG,"DF,FW",Nice,fr Ligue 1,24,1996,10.6,25,12,11,14,0,13,26,50.0,13,10,2,8,26,51,12,0,Matches
143,Miguel Atienza,es ESP,MF,Eibar,es La Liga,21,1999,9.3,20,9,5,15,0,8,23,34.8,15,14,1,13,9,29,12,0,Matches
144,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,31,1989,25.9,12,8,7,4,1,3,20,15.0,17,18,0,18,7,19,17,0,Matches
145,Emil Audero,it ITA,GK,Sampdoria,it Serie A,23,1997,37.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,16,0,Matches
146,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,25,1994,35.7,42,30,27,10,5,23,39,59.0,16,22,2,20,32,74,76,1,Matches
147,Jean-Kévin Augustin,fr FRA,FW,Nantes,fr Ligue 1,23,1997,0.4,2,0,0,2,0,2,2,100.0,0,0,0,0,0,2,0,0,Matches
148,Ludwig Augustinsson,se SWE,"DF,FW",Werder Bremen,de Bundesliga,26,1994,21.7,37,20,19,14,4,17,29,58.6,12,21,7,14,20,57,62,0,Matches
149,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,27,1992,17.8,55,33,33,17,5,15,40,37.5,25,28,5,23,19,74,44,3,Matches
150,Charlie Austin,eng ENG,"FW,MF",West Brom,eng Premier League,31,1989,1.5,4,2,1,2,1,1,3,33.3,2,0,0,0,3,7,4,0,Matches
151,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,26,1994,2.2,6,2,3,1,2,2,4,50.0,2,1,0,1,1,7,0,0,Matches
152,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,22,1997,15.1,5,3,2,3,0,1,14,7.1,13,9,0,9,3,8,4,0,Matches
153,Mehmet Aydin,de GER,DF,Schalke 04,de Bundesliga,18,2002,5.6,15,7,9,6,0,4,10,40.0,6,6,1,5,6,21,16,0,Matches
154,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,28,1991,23.3,38,26,8,16,14,16,44,36.4,28,28,2,26,16,54,12,0,Matches
155,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,25,1994,8.8,15,9,8,5,2,8,13,61.5,5,9,5,4,16,31,33,0,Matches
156,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,28,1991,37.8,108,61,69,30,9,49,87,56.3,38,53,36,17,36,144,96,5,Matches
157,Ramon Azeez,ng NGA,MF,Granada,es La Liga,27,1992,1.1,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,0,Matches
158,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,30,1989,24.3,53,28,22,24,7,19,37,51.4,18,30,5,25,28,81,62,2,Matches
159,Ludovic Baal,gf GUF,"DF,MF",Brest,fr Ligue 1,34,1986,3.3,6,5,4,1,1,2,5,40.0,3,4,1,3,5,11,5,0,Matches
160,Carlos Bacca,co COL,FW,Villarreal,es La Liga,33,1986,8.7,9,5,5,3,1,3,5,60.0,2,5,0,5,3,12,2,0,Matches
161,Loïc Bade,fr FRA,DF,Lens,fr Ligue 1,20,2000,29.0,57,34,47,10,0,30,55,54.5,25,43,17,26,74,131,135,2,Matches
162,Milan Badelj,hr CRO,MF,Genoa,it Serie A,31,1989,26.8,56,27,27,22,7,26,84,31.0,58,51,10,41,87,143,45,1,Matches
163,Édgar Badía,es ESP,GK,Elche,es La Liga,28,1992,30.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,17,3,Matches
164,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,19,2001,31.9,24,17,15,9,0,13,28,46.4,15,21,12,9,58,82,102,4,Matches
165,Alex Baena,es ESP,MF,Villarreal,es La Liga,19,2001,1.5,4,3,1,2,1,1,3,33.3,2,1,1,0,1,5,1,0,Matches
166,Miguel Baeza,es ESP,"MF,FW",Celta Vigo,es La Liga,20,2000,6.0,7,6,5,2,0,5,13,38.5,8,3,0,3,3,10,2,0,Matches
167,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,28,1992,18.0,9,6,1,7,1,4,12,33.3,8,9,0,9,9,18,9,0,Matches
