,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot_Creating_Action,Shot_Creating_Action_per90,Pass_Live_Shot,Pass_Dead_Shot,Take_Ons_Shot,Shot-Shot,Fouls_drawn_Shot,Defensive_Shot,Goal_Creating_Action,Goal_Creating_Action_90,Pass_Live_Goal,Pass_Dead_Goal,Take_Ons_Goal,Shot_Goal,Fouls_Drawn_Goal,Defensive_Goal,Matches
35,Jean-Eudes Aholou,ci CIV,MF,Monaco,fr Ligue 1,26,1994,0.4,1,2.50,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
36,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,24,1995,14.3,10,0.70,7,0,1,2,0,0,2,0.14,2,0,0,0,0,0,Matches
37,Ola Aina,ng NGA,DF,Fulham,eng Premier League,23,1996,29.6,27,0.91,23,3,0,0,1,0,4,0.14,4,0,0,0,0,0,Matches
38,Rayan Aït Nouri,dz ALG,DF,Wolves,eng Premier League,19,2001,15.6,32,2.05,21,4,6,0,1,0,1,0.06,1,0,0,0,0,0,Matches
39,Rayan Aït Nouri,dz ALG,DF,Angers,fr Ligue 1,19,2001,2.1,10,4.84,8,0,2,0,0,0,2,0.97,1,0,1,0,0,0,Matches
40,Semi Ajayi,ng NGA,DF,West Brom,eng Premier League,26,1993,30.9,14,0.45,13,0,1,0,0,0,2,0.06,2,0,0,0,0,0,Matches
41,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,26,1994,33.0,77,2.34,55,0,1,12,9,0,8,0.24,4,0,1,1,2,0,Matches
42,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,25,1995,26.1,22,0.84,16,1,0,3,1,1,2,0.08,2,0,0,0,0,0,Matches
43,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,27,1993,9.6,7,0.73,4,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
44,Marley Aké,fr FRA,FW,Marseille,fr Ligue 1,19,2001,1.6,2,1.23,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
45,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,25,1995,8.9,5,0.56,4,0,0,0,1,0,1,0.11,1,0,0,0,0,0,Matches
46,Paul Akouokou,ci CIV,MF,Betis,es La Liga,22,1997,4.2,6,1.43,5,0,0,0,0,1,1,0.24,1,0,0,0,0,0,Matches
47,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,27,1992,11.7,19,1.62,16,0,1,0,0,2,1,0.09,1,0,0,0,0,0,Matches
48,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,25,1995,13.2,7,0.53,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
49,David Alaba,at AUT,"DF,MF",Bayern Munich,de Bundesliga,28,1992,29.7,60,2.02,55,1,0,3,0,1,7,0.24,6,1,0,0,0,0,Matches
50,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,22,1998,16.7,21,1.25,14,2,2,0,3,0,3,0.18,2,0,0,0,1,0,Matches
51,Jony Álamo,es ESP,MF,Elche,es La Liga,18,2001,0.8,1,1.23,1,0,0,0,0,0,1,1.23,1,0,0,0,0,0,Matches
52,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,27,1992,13.8,30,2.17,22,0,2,3,3,0,3,0.22,2,0,0,1,0,0,Matches
53,Jordi Alba,es ESP,"DF,FW",Barcelona,es La Liga,31,1989,33.6,96,2.86,93,2,1,0,0,0,9,0.27,8,0,1,0,0,0,Matches
54,Luis Alberto,es ESP,MF,Lazio,it Serie A,27,1992,29.1,157,5.40,118,25,7,4,2,1,7,0.24,6,0,1,0,0,0,Matches
55,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,34,1985,34.6,18,0.52,18,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
56,Marc Albrighton,eng ENG,"DF,FW",Leicester City,eng Premier League,30,1989,19.4,77,3.97,59,5,5,2,3,3,12,0.62,8,2,0,1,0,1,Matches
57,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,26,1993,17.2,27,1.57,20,1,3,2,1,0,9,0.52,6,0,2,1,0,0,Matches
58,Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31,1989,10.1,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
59,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,29,1991,20.6,81,3.93,69,2,2,3,3,2,3,0.15,2,0,0,1,0,0,Matches
60,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,29,1991,24.1,28,1.16,23,0,0,1,3,1,2,0.08,2,0,0,0,0,0,Matches
61,Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,23,1996,14.4,7,0.48,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
62,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,31,1989,24.9,22,0.88,19,0,0,3,0,0,3,0.12,3,0,0,0,0,0,Matches
63,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,25,1995,9.2,21,2.29,17,1,1,1,1,0,2,0.22,1,0,0,1,0,0,Matches
64,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,22,1998,0.5,1,1.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
65,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,22,1998,15.2,66,4.35,31,15,6,8,6,0,3,0.20,2,0,1,0,0,0,Matches
66,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,eng Premier League,25,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
67,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,1998,33.7,131,3.89,84,34,6,7,0,0,13,0.39,8,2,1,2,0,0,Matches
68,Alfon,es ESP,MF,Celta Vigo,es La Liga,21,1999,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
69,Mohamed Ali Cho,fr FRA,"FW,MF",Angers,fr Ligue 1,16,2004,3.9,4,1.04,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
70,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,eng Premier League,28,1992,27.3,71,2.60,57,5,0,5,3,1,5,0.18,3,1,0,1,0,0,Matches
71,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,28,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
72,Alisson,br BRA,GK,Liverpool,eng Premier League,27,1992,33.0,5,0.15,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
73,Saturnin Allagbé,bj BEN,GK,Dijon,fr Ligue 1,26,1993,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
74,Allan,br BRA,MF,Everton,eng Premier League,29,1991,22.8,39,1.71,33,1,4,1,0,0,2,0.09,2,0,0,0,0,0,Matches
75,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,24,1996,6.9,22,3.19,19,0,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
76,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,26,1994,27.0,76,2.82,54,3,8,4,5,2,6,0.22,4,0,0,1,0,1,Matches
77,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,29,1990,10.7,36,3.38,29,2,0,5,0,0,3,0.28,2,0,0,1,0,0,Matches
78,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,28,1992,17.4,19,1.09,18,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
79,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,1995,21.6,12,0.55,10,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
80,Bruno Alves,pt POR,DF,Parma,it Serie A,38,1981,18.1,9,0.50,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
81,Steven Alzate,co COL,MF,Brighton,eng Premier League,21,1998,10.0,24,2.41,20,0,1,3,0,0,1,0.10,1,0,0,0,0,0,Matches
82,Ibrahim Amadou,fr FRA,MF,Angers,fr Ligue 1,27,1993,16.7,25,1.50,22,0,0,2,0,1,4,0.24,3,0,0,1,0,0,Matches
83,Romain Amalfitano,fr FRA,"FW,DF",Dijon,fr Ligue 1,30,1989,1.3,2,1.55,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
84,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
85,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,1994,8.0,5,0.62,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
86,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,1994,9.0,17,1.88,8,1,1,1,6,0,4,0.44,2,0,0,0,2,0,Matches
87,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,23,1997,8.4,25,2.98,19,1,2,1,2,0,2,0.24,2,0,0,0,0,0,Matches
88,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,2005,0.0,1,45.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
89,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,23,1996,21.0,80,3.81,57,13,4,6,0,0,10,0.48,8,1,1,0,0,0,Matches
90,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,eng Premier League,19,2000,23.2,20,0.86,17,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
91,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,23,1996,27.1,36,1.33,35,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
92,Jon Ander Garrido,es ESP,MF,Cádiz,es La Liga,30,1989,8.9,10,1.13,9,0,0,0,1,0,2,0.23,1,0,0,0,1,0,Matches
93,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,24,1996,30.3,30,0.99,28,0,0,1,1,0,3,0.10,3,0,0,0,0,0,Matches
94,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,24,1996,2.1,1,0.47,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
95,Djavan Anderson,nl NED,DF,Lazio,it Serie A,25,1995,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
96,Elliot Anderson,sct SCO,MF,Newcastle Utd,eng Premier League,17,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
97,Felipe Anderson,br BRA,"FW,MF",West Ham,eng Premier League,27,1993,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
98,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,29,1991,12.5,14,1.12,10,0,0,3,1,0,3,0.24,1,0,0,1,1,0,Matches
99,Nícolas Andrade,br BRA,GK,Udinese,it Serie A,32,1988,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
100,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,29,1990,32.1,64,2.00,55,0,3,2,4,0,5,0.16,4,0,0,0,1,0,Matches
101,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,25,1994,28.1,56,2.00,48,0,3,2,2,1,7,0.25,6,0,0,0,1,0,Matches
102,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,23,1996,18.6,25,1.35,22,1,0,0,2,0,1,0.05,1,0,0,0,0,0,Matches
103,Ángel,es ESP,GK,Granada,es La Liga,18,2002,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
104,José Ángel,es ESP,DF,Eibar,es La Liga,30,1989,10.0,20,2.00,16,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
105,Miguel Ángel Rubio,es ESP,DF,Valladolid,es La Liga,22,1998,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
106,Angeliño,es ESP,"DF,FW",RB Leipzig,de Bundesliga,23,1997,24.0,96,4.00,65,14,6,6,3,2,9,0.37,5,1,1,1,1,0,Matches
107,Davide Angelo Ghislandi,it ITA,DF,Atalanta,it Serie A,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
108,Philip Ankhrah,gh GHA,MF,Hellas Verona,it Serie A,17,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
109,Cristian Ansaldi,ar ARG,"DF,FW",Torino,it Serie A,33,1986,21.6,72,3.33,43,15,5,4,3,2,8,0.37,7,0,1,0,0,0,Matches
110,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,24,1996,30.1,31,1.03,26,0,0,2,1,2,5,0.17,4,0,0,0,1,0,Matches
111,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,30,1990,21.9,76,3.47,41,1,10,8,16,0,11,0.50,5,1,0,2,3,0,Matches
112,José Antonio Miranda,gq EQG,"MF,DF",Getafe,es La Liga,22,1998,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
113,Valentin Antov,bg BUL,DF,Bologna,it Serie A,19,2000,2.6,1,0.39,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
114,Houssem Aouar,dz ALG,"MF,FW",Lyon,fr Ligue 1,22,1998,19.8,105,5.30,73,2,13,7,7,3,12,0.61,7,0,1,3,1,0,Matches
115,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,2002,19.2,95,4.93,51,33,1,2,8,0,8,0.42,5,3,0,0,0,0,Matches
116,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,1992,17.3,32,1.85,28,0,1,0,0,3,5,0.29,5,0,0,0,0,0,Matches
117,Aritz Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,1998,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
118,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,24,1995,33.1,63,1.90,36,11,4,5,7,0,3,0.09,2,0,0,1,0,0,Matches
119,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,31,1989,18.5,36,1.94,33,0,1,0,0,2,1,0.05,1,0,0,0,0,0,Matches
120,Luiz Araújo,br BRA,MF,Lille,fr Ligue 1,24,1996,16.6,54,3.25,40,0,9,4,1,0,4,0.24,4,0,0,0,0,0,Matches
121,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,1991,27.0,10,0.37,10,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
122,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,21,1999,16.8,9,0.54,5,0,1,1,1,1,1,0.06,0,0,0,1,0,0,Matches
123,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,33,1987,31.2,44,1.41,31,3,4,2,2,2,4,0.13,2,0,1,1,0,0,Matches
124,Alphonse Areola,fr FRA,GK,Fulham,eng Premier League,27,1993,36.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
125,Santiago Arias,co COL,DF,Leverkusen,de Bundesliga,28,1992,1.0,1,1.00,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
126,Karim Aribi,dz ALG,FW,Nîmes,fr Ligue 1,26,1994,3.3,6,1.83,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
127,Unai Arietaleanizbeaskoa,es ESP,"FW,MF",Eibar,es La Liga,21,1999,0.5,1,1.91,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
128,Nicolò Armini,it ITA,DF,Lazio,it Serie A,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
129,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,28,1992,30.7,91,2.96,64,3,7,6,8,3,15,0.49,7,0,2,3,2,1,Matches
130,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,26,1994,28.7,108,3.76,48,42,2,6,10,0,12,0.42,5,4,1,0,2,0,Matches
131,Toluwalase Arokodare,ng NGA,"FW,MF",Köln,de Bundesliga,19,2000,1.2,4,3.21,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
132,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,18,2001,1.5,4,2.67,4,0,0,0,0,0,2,1.33,2,0,0,0,0,0,Matches
133,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,25,1994,6.5,3,0.46,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
134,Tolgay Arslan,de GER,MF,Udinese,it Serie A,29,1990,20.2,35,1.73,26,1,2,1,4,1,2,0.10,1,0,1,0,0,0,Matches
135,Kwadwo Asamoah,gh GHA,"DF,MF",Cagliari,it Serie A,31,1988,2.5,3,1.20,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
136,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,23,1997,8.5,14,1.66,10,0,1,1,1,1,1,0.12,0,0,0,1,0,0,Matches
137,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,31,1989,36.0,5,0.14,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
138,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,24,1996,20.8,67,3.23,48,9,4,3,3,0,8,0.39,5,1,1,1,0,0,Matches
139,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,19,2001,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
140,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,32,1987,31.8,119,3.74,92,4,12,7,4,0,26,0.82,19,1,4,1,1,0,Matches
141,Roger Assalé,ci CIV,"FW,MF",Dijon,fr Ligue 1,26,1993,9.2,9,0.98,4,0,2,1,2,0,3,0.33,1,0,0,1,1,0,Matches
142,Youcef Atal,dz ALG,"DF,FW",Nice,fr Ligue 1,24,1996,10.6,23,2.17,16,1,4,0,2,0,1,0.09,1,0,0,0,0,0,Matches
143,Miguel Atienza,es ESP,MF,Eibar,es La Liga,21,1999,9.3,6,0.64,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
144,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,31,1989,25.9,48,1.85,40,0,3,2,3,0,7,0.27,6,0,1,0,0,0,Matches
145,Emil Audero,it ITA,GK,Sampdoria,it Serie A,23,1997,37.0,6,0.16,4,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
146,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,25,1994,35.7,56,1.57,49,3,3,1,0,0,5,0.14,5,0,0,0,0,0,Matches
147,Jean-Kévin Augustin,fr FRA,FW,Nantes,fr Ligue 1,23,1997,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
148,Ludwig Augustinsson,se SWE,"DF,FW",Werder Bremen,de Bundesliga,26,1994,21.7,68,3.13,37,26,1,2,1,1,7,0.32,3,4,0,0,0,0,Matches
149,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,27,1992,17.8,38,2.13,26,1,4,4,1,2,5,0.28,3,1,1,0,0,0,Matches
150,Charlie Austin,eng ENG,"FW,MF",West Brom,eng Premier League,31,1989,1.5,1,0.66,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
151,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,26,1994,2.2,3,1.34,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
152,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,22,1997,15.1,36,2.39,26,1,2,2,5,0,7,0.46,3,1,1,0,2,0,Matches
153,Mehmet Aydin,de GER,DF,Schalke 04,de Bundesliga,18,2002,5.6,2,0.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
154,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,28,1991,23.3,39,1.67,26,0,2,5,6,0,7,0.30,5,0,0,1,1,0,Matches
155,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,25,1994,8.8,4,0.45,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
156,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,28,1991,37.8,52,1.38,43,2,3,1,3,0,4,0.11,4,0,0,0,0,0,Matches
157,Ramon Azeez,ng NGA,MF,Granada,es La Liga,27,1992,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
158,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,30,1989,24.3,50,2.06,45,2,0,1,1,1,6,0.25,5,0,0,1,0,0,Matches
159,Ludovic Baal,gf GUF,"DF,MF",Brest,fr Ligue 1,34,1986,3.3,5,1.53,5,0,0,0,0,0,1,0.31,1,0,0,0,0,0,Matches
160,Carlos Bacca,co COL,FW,Villarreal,es La Liga,33,1986,8.7,14,1.60,9,0,3,1,0,1,2,0.23,1,0,1,0,0,0,Matches
161,Loïc Bade,fr FRA,DF,Lens,fr Ligue 1,20,2000,29.0,23,0.79,20,0,2,1,0,0,1,0.03,1,0,0,0,0,0,Matches
162,Milan Badelj,hr CRO,MF,Genoa,it Serie A,31,1989,26.8,62,2.32,55,1,0,1,3,2,8,0.30,7,0,0,0,1,0,Matches
