,Unnamed: 0,Player,Nation,Position,Squad,Competition,Age,Born,90s,Goals,Shots_total,Shots_on_target,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net
21,24,Karim Adeyemi,de GER,"FW,MF",Dortmund,de Bundesliga,20,2002,15.4,6,37,14,37.8,2.4,0.91,0.16,0.43,17.4,0.0,0,1,5.0,4.3,0.12,1.0,1.7
22,25,Amine Adli,fr FRA,"FW,MF",Leverkusen,de Bundesliga,22,2000,15.9,5,37,17,45.9,2.32,1.07,0.14,0.29,14.0,1.0,0,0,5.0,5.0,0.14,0.0,0.0
23,26,Yacine Adli,fr FRA,"MF,FW",Milan,it Serie A,22,2000,1.6,0,2,2,100.0,1.25,1.25,0.0,0.0,18.5,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
24,27,Michel Aebischer,ch SUI,"FW,MF",Bologna,it Serie A,25,1997,17.1,1,15,2,13.3,0.88,0.12,0.07,0.5,17.1,1.0,0,0,1.5,1.5,0.1,-0.5,-0.5
25,28,Felix Afena-Gyan,gh GHA,"FW,MF",Cremonese,it Serie A,19,2003,9.1,0,21,2,9.5,2.31,0.22,0.0,0.0,18.7,0.0,0,0,1.9,1.9,0.09,-1.9,-1.9
26,29,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,25,1997,26.5,0,22,3,13.6,0.83,0.11,0.0,0.0,15.8,0.0,0,0,1.7,1.7,0.08,-1.7,-1.7
27,31,Lucien Agoume,fr FRA,MF,Troyes,fr Ligue 1,20,2002,12.2,0,9,3,33.3,0.74,0.25,0.0,0.0,15.6,0.0,0,0,0.8,0.8,0.09,-0.8,-0.8
28,32,Felix Agu,de GER,"DF,FW",Werder Bremen,de Bundesliga,22,1999,0.5,0,1,0,0.0,1.84,0.0,0.0,0.0,15.9,0.0,0,0,0.0,0.0,0.04,0.0,0.0
29,33,Álvaro Aguado,es ESP,MF,Valladolid,es La Liga,26,1996,21.0,1,20,6,30.0,0.95,0.29,0.05,0.17,24.6,1.0,0,0,1.0,1.0,0.05,0.0,0.0
30,34,Kevin Agudelo,co COL,"MF,FW",Spezia,it Serie A,23,1998,23.7,0,28,7,25.0,1.18,0.3,0.0,0.0,21.4,0.0,0,0,1.5,1.5,0.05,-1.5,-1.5
31,35,Nayef Aguerd,ma MAR,DF,West Ham,eng Premier League,26,1996,17.7,2,12,2,16.7,0.68,0.11,0.17,1.0,9.9,0.0,0,0,2.2,2.2,0.19,-0.2,-0.2
32,36,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,29,1993,13.0,0,4,2,50.0,0.31,0.15,0.0,0.0,17.5,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2
33,39,Amar Ahmed,se SWE,FW,Troyes,fr Ligue 1,18,2004,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
34,40,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,28,1994,14.4,3,21,8,38.1,1.45,0.55,0.14,0.38,25.0,0.0,0,0,1.2,1.2,0.06,1.8,1.8
35,41,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,26,1995,34.7,3,14,3,21.4,0.4,0.09,0.21,1.0,13.2,0.0,0,0,1.0,1.0,0.07,2.0,2.0
36,42,Ola Aina,ng NGA,DF,Torino,it Serie A,25,1996,9.7,1,8,3,37.5,0.82,0.31,0.13,0.33,15.2,0.0,0,0,0.8,0.8,0.1,0.2,0.2
37,43,Rayan Aït Nouri,dz ALG,DF,Wolves,eng Premier League,21,2001,12.0,1,10,5,50.0,0.84,0.42,0.1,0.2,14.1,0.0,0,0,0.7,0.7,0.07,0.3,0.3
38,44,Emanuel Aiwum,at AUT,DF,Cremonese,it Serie A,21,2000,18.4,0,3,1,33.3,0.16,0.05,0.0,0.0,17.7,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
39,45,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,24,1998,8.5,0,1,0,0.0,0.12,0.0,0.0,0.0,6.0,0.0,0,0,0.0,0.0,0.04,0.0,0.0
40,48,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,27,1995,25.4,0,15,2,13.3,0.59,0.08,0.0,0.0,15.9,0.0,0,0,1.3,1.3,0.09,-1.3,-1.3
41,49,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,27,1995,20.8,1,9,2,22.2,0.43,0.1,0.11,0.5,10.5,0.0,0,0,1.6,1.6,0.17,-0.6,-0.6
42,50,Sergio Akieme,es ESP,DF,Almería,es La Liga,24,1997,25.5,1,23,7,30.4,0.9,0.27,0.04,0.14,20.2,0.0,0,0,1.5,1.5,0.07,-0.5,-0.5
43,51,Babatunde Akinsola,ng NGA,FW,Valladolid,es La Liga,19,2003,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
44,52,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,20,2002,4.5,0,5,2,40.0,1.12,0.45,0.0,0.0,14.9,0.0,0,0,0.5,0.5,0.09,-0.5,-0.5
45,53,Paul Akouokou,ci CIV,"MF,DF",Betis,es La Liga,24,1997,5.0,0,3,1,33.3,0.6,0.2,0.0,0.0,19.2,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
46,54,Jean-Daniel Akpa-Akpro,ci CIV,"MF,FW",Empoli,it Serie A,29,1992,15.1,1,14,5,35.7,0.93,0.33,0.07,0.2,19.5,0.0,0,0,1.5,1.5,0.1,-0.5,-0.5
47,55,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,27,1995,21.7,0,8,1,12.5,0.37,0.05,0.0,0.0,19.3,0.0,0,0,0.6,0.6,0.08,-0.6,-0.6
48,56,David Alaba,at AUT,DF,Real Madrid,es La Liga,30,1992,20.4,1,14,3,21.4,0.69,0.15,0.07,0.33,19.8,5.0,0,0,0.8,0.8,0.06,0.2,0.2
49,57,Ángel Alarcón,es ESP,FW,Barcelona,es La Liga,18,2004,0.3,0,1,1,100.0,3.6,3.6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
50,58,Tomás Alarcón,cl CHI,MF,Cádiz,es La Liga,23,1999,2.5,0,2,1,50.0,0.81,0.4,0.0,0.0,36.4,0.0,0,0,0.0,0.0,0.01,0.0,0.0
51,59,Lucas Alario,ar ARG,"FW,MF",Eint Frankfurt,de Bundesliga,29,1992,3.7,1,11,4,36.4,2.99,1.09,0.09,0.25,14.7,0.0,0,0,1.4,1.4,0.13,-0.4,-0.4
52,60,Jordi Alba,es ESP,DF,Barcelona,es La Liga,33,1989,15.8,2,13,4,30.8,0.82,0.25,0.15,0.5,23.3,0.0,0,0,0.8,0.8,0.06,1.2,1.2
53,61,Luis Alberto,es ESP,MF,Lazio,it Serie A,29,1992,27.1,6,45,17,37.8,1.66,0.63,0.11,0.29,23.2,4.0,1,2,4.4,2.7,0.06,1.6,2.3
54,62,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,36,1985,23.5,0,2,1,50.0,0.08,0.04,0.0,0.0,25.2,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
55,63,Marc Albrighton,eng ENG,"FW,MF",Leicester City,eng Premier League,32,1989,2.6,1,2,1,50.0,0.76,0.38,0.5,1.0,8.0,0.0,0,0,0.3,0.3,0.17,0.7,0.7
56,64,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,31,1991,13.9,0,10,1,10.0,0.72,0.07,0.0,0.0,24.1,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4
57,65,Carlos Alcaraz,ar ARG,"MF,FW",Southampton,eng Premier League,19,2002,11.4,4,24,10,41.7,2.1,0.87,0.17,0.4,20.0,0.0,0,0,1.9,1.9,0.08,2.1,2.1
58,66,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,31,1991,22.7,3,31,4,12.9,1.37,0.18,0.03,0.25,23.5,3.0,2,3,4.0,1.6,0.05,-1.0,-0.6
59,67,Omar Alderete,py PAR,DF,Getafe,es La Liga,25,1996,22.7,1,17,8,47.1,0.75,0.35,0.06,0.13,17.6,0.0,0,0,0.6,0.6,0.04,0.4,0.4
60,68,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,27,1995,14.6,0,23,6,26.1,1.58,0.41,0.0,0.0,21.3,0.0,0,0,1.2,1.2,0.05,-1.2,-1.2
61,70,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,24,1998,23.5,2,33,10,30.3,1.4,0.42,0.06,0.2,22.3,0.0,0,0,2.3,2.3,0.07,-0.3,-0.3
62,71,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,23,1998,32.5,2,40,8,20.0,1.23,0.25,0.05,0.25,23.8,5.0,0,0,2.4,2.4,0.06,-0.4,-0.4
63,72,Alejandro Alfaro,es ESP,MF,Elche,es La Liga,20,2002,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
64,73,Ángel Algobia,es ESP,MF,Getafe,es La Liga,23,1999,12.6,0,7,1,14.3,0.55,0.08,0.0,0.0,24.9,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
65,74,Mohamed Ali Cho,fr FRA,"FW,MF",Real Sociedad,es La Liga,18,2004,6.5,1,23,12,52.2,3.53,1.84,0.04,0.08,18.3,0.0,0,0,1.8,1.8,0.08,-0.8,-0.8
66,75,Faride Alidou,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,21,2001,2.0,0,2,0,0.0,0.99,0.0,0.0,0.0,17.0,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
67,77,Jim Allevinah,ga GAB,"DF,FW",Clermont Foot,fr Ligue 1,27,1995,24.9,1,30,8,26.7,1.2,0.32,0.03,0.13,16.9,0.0,0,0,2.5,2.5,0.08,-1.5,-1.5
68,78,Dele Alli,eng ENG,MF,Everton,eng Premier League,26,1996,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
69,79,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,es La Liga,22,2000,28.2,2,23,8,34.8,0.82,0.28,0.09,0.25,22.7,3.0,0,0,1.4,1.4,0.06,0.6,0.6
70,80,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,28,1994,27.7,11,69,20,29.0,2.49,0.72,0.16,0.55,16.4,0.0,0,0,8.0,8.0,0.12,3.0,3.0
71,81,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,31,1990,13.0,1,6,2,33.3,0.46,0.15,0.17,0.5,12.0,0.0,0,0,0.9,0.9,0.15,0.1,0.1
72,82,Mickaël Alphonse,gp GLP,DF,Ajaccio,fr Ligue 1,33,1989,15.1,0,10,2,20.0,0.66,0.13,0.0,0.0,16.3,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5
73,83,Éder Álvarez Balanta,co COL,"MF,FW",Schalke 04,de Bundesliga,29,1993,2.6,0,1,1,100.0,0.38,0.38,0.0,0.0,17.5,0.0,0,0,0.1,0.1,0.13,-0.1,-0.1
74,84,Carlos Álvarez,es ESP,FW,Sevilla,es La Liga,18,2003,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
75,85,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,22,2000,16.7,2,5,2,40.0,0.3,0.12,0.4,1.0,16.9,0.0,0,0,0.5,0.5,0.11,1.5,1.5
76,86,Julián Álvarez,ar ARG,"FW,MF",Manchester City,eng Premier League,22,2000,16.3,9,46,20,43.5,2.83,1.23,0.17,0.4,16.0,0.0,1,1,7.0,6.2,0.13,2.0,1.8
77,87,Agustín Álvarez Martínez,uy URU,"FW,MF",Sassuolo,it Serie A,21,2001,4.1,1,14,4,28.6,3.42,0.98,0.07,0.25,15.8,0.0,0,0,1.5,1.5,0.11,-0.5,-0.5
78,88,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,27,1995,25.9,1,8,1,12.5,0.31,0.04,0.13,1.0,16.0,0.0,0,0,0.8,0.8,0.1,0.2,0.2
79,89,Ibrahim Amadou,fr FRA,"DF,MF",Angers,fr Ligue 1,29,1993,4.7,0,2,0,0.0,0.42,0.0,0.0,0.0,24.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
80,90,Selim Amallah,ma MAR,"MF,FW",Valladolid,es La Liga,25,1996,3.0,2,5,2,40.0,1.69,0.67,0.4,1.0,19.2,1.0,0,0,0.9,0.9,0.17,1.1,1.1
81,91,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,27,1994,17.9,0,6,2,33.3,0.34,0.11,0.0,0.0,17.4,0.0,0,0,1.1,1.1,0.18,-1.1,-1.1
82,92,Amath,sn SEN,"MF,FW",Mallorca,es La Liga,26,1996,13.6,2,23,7,30.4,1.69,0.51,0.09,0.29,14.0,0.0,0,0,2.7,2.7,0.12,-0.7,-0.7
83,93,Jordan Amavi,fr FRA,DF,Getafe,es La Liga,28,1994,2.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
84,94,Lukáš Ambros,cz CZE,MF,Wolfsburg,de Bundesliga,18,2004,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
85,95,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,24,1998,26.4,0,26,7,26.9,0.99,0.27,0.0,0.0,16.7,1.0,0,0,2.7,2.7,0.1,-2.7,-2.7
86,98,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,25,1996,10.9,4,23,8,34.8,2.12,0.74,0.13,0.38,24.3,3.0,1,1,1.9,1.1,0.05,2.1,1.9
87,99,Samuel Amo-Ameyaw,eng ENG,MF,Southampton,eng Premier League,16,2006,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
88,100,Ethan Ampadu,wls WAL,"DF,MF",Spezia,it Serie A,21,2000,29.3,0,16,5,31.3,0.55,0.17,0.0,0.0,18.1,0.0,0,0,1.1,1.1,0.07,-1.1,-1.1
89,101,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,25,1996,22.2,0,13,4,30.8,0.59,0.18,0.0,0.0,26.6,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5
90,102,Ayoub Amraoui,ma MAR,"DF,FW",Nice,fr Ligue 1,18,2004,3.3,0,1,0,0.0,0.31,0.0,0.0,0.0,20.4,0.0,0,0,0.0,0.0,0.01,0.0,0.0
91,103,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,26,1996,30.9,1,22,9,40.9,0.71,0.29,0.05,0.11,13.9,1.0,0,0,1.8,1.8,0.08,-0.8,-0.8
92,104,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,eng Premier League,19,2002,4.6,0,11,4,36.4,2.41,0.88,0.0,0.0,16.0,0.0,0,0,1.0,1.0,0.09,-1.0,-1.0
93,105,Felipe Anderson,br BRA,FW,Lazio,it Serie A,29,1993,32.9,9,41,23,56.1,1.25,0.7,0.22,0.39,15.1,0.0,0,0,6.0,6.0,0.15,3.0,3.0
94,106,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,31,1990,32.4,1,24,4,16.7,0.74,0.12,0.04,0.25,16.9,0.0,0,0,1.6,1.6,0.07,-0.6,-0.6
95,107,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,27,1995,16.1,4,28,11,39.3,1.74,0.68,0.11,0.27,14.4,0.0,1,2,5.5,3.9,0.14,-1.5,-0.9
96,108,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,27,1994,26.7,2,30,9,30.0,1.12,0.34,0.07,0.22,21.6,1.0,0,0,1.6,1.6,0.05,0.4,0.4
97,109,Angeliño,es ESP,DF,Hoffenheim,de Bundesliga,25,1997,29.1,0,21,4,19.0,0.72,0.14,0.0,0.0,20.5,4.0,0,0,1.1,1.1,0.05,-1.1,-1.1
98,110,Fabrizio Angileri,ar ARG,DF,Getafe,es La Liga,28,1994,6.5,0,3,0,0.0,0.46,0.0,0.0,0.0,23.6,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
99,111,Jaidon Anthony,eng ENG,"MF,FW",Bournemouth,eng Premier League,22,1999,14.0,3,22,13,59.1,1.58,0.93,0.14,0.23,19.3,2.0,0,0,2.2,2.2,0.1,0.8,0.8
100,112,Janis Antiste,fr FRA,FW,Sassuolo,it Serie A,19,2002,0.6,1,1,1,100.0,1.73,1.73,1.0,1.0,17.3,0.0,0,0,0.2,0.2,0.18,0.8,0.8
101,113,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,26,1996,32.6,1,24,5,20.8,0.74,0.15,0.04,0.2,18.3,0.0,0,0,1.6,1.6,0.07,-0.6,-0.6
102,114,Josep Antoni Gayá,es ESP,"DF,MF",Mallorca,es La Liga,22,2000,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
103,115,José Antonio,es ESP,"MF,DF",Cádiz,es La Liga,18,2004,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
104,116,Marcos Antônio,br BRA,MF,Lazio,it Serie A,22,2000,6.6,1,3,1,33.3,0.45,0.15,0.33,1.0,18.3,0.0,0,0,1.2,1.2,0.41,-0.2,-0.2
105,117,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,32,1990,20.3,5,39,13,33.3,1.92,0.64,0.13,0.38,11.6,0.0,0,0,6.6,6.6,0.17,-1.6,-1.6
106,118,Antony,br BRA,FW,Manchester Utd,eng Premier League,22,2000,20.0,4,72,24,33.3,3.6,1.2,0.06,0.17,19.6,0.0,0,0,6.6,6.6,0.09,-2.6,-2.6
107,119,Valentin Antov,bg BUL,DF,Monza,it Serie A,21,2000,3.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
108,120,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,28,1994,22.0,3,29,8,27.6,1.32,0.36,0.1,0.38,20.6,0.0,0,0,2.2,2.2,0.08,0.8,0.8
109,121,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,27,1995,2.3,1,3,1,33.3,1.29,0.43,0.33,1.0,13.0,0.0,0,0,0.3,0.3,0.12,0.7,0.7
110,122,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,24,1998,5.8,1,14,6,42.9,2.4,1.03,0.07,0.17,15.1,0.0,0,0,1.4,1.4,0.11,-0.4,-0.4
111,123,Adil Aouchiche,fr FRA,MF,Lorient,fr Ligue 1,20,2002,2.8,0,8,3,37.5,2.88,1.08,0.0,0.0,17.1,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5
112,124,Dennis Appiah,fr FRA,"DF,MF",Nantes,fr Ligue 1,30,1992,8.8,0,5,1,20.0,0.57,0.11,0.0,0.0,19.3,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4
113,125,Stredair Appuah,fr FRA,"DF,MF",Nantes,fr Ligue 1,18,2004,0.7,0,3,0,0.0,4.09,0.0,0.0,0.0,26.5,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
114,126,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,26,1995,11.0,0,8,0,0.0,0.73,0.0,0.0,0.0,28.6,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2
115,127,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,33,1989,5.5,1,5,2,40.0,0.91,0.37,0.2,0.5,18.5,0.0,0,0,0.3,0.3,0.06,0.7,0.7
116,128,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,23,1999,20.0,0,18,1,5.6,0.9,0.05,0.0,0.0,13.1,0.0,0,0,2.1,2.1,0.12,-2.1,-2.1
117,129,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,21,2001,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
118,130,Taïryk Arconte,fr FRA,FW,Brest,fr Ligue 1,18,2003,1.4,0,2,1,50.0,1.41,0.7,0.0,0.0,12.5,0.0,0,0,0.3,0.3,0.14,-0.3,-0.3
119,132,Joe Aribo,ng NGA,"MF,FW",Southampton,eng Premier League,26,1996,13.6,2,14,8,57.1,1.03,0.59,0.14,0.25,10.9,0.0,0,0,1.5,1.5,0.11,0.5,0.5
120,133,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,25,1997,14.8,2,25,12,48.0,1.69,0.81,0.08,0.17,15.9,0.0,0,0,2.1,2.1,0.08,-0.1,-0.1
121,134,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,30,1992,15.6,2,23,6,26.1,1.47,0.38,0.09,0.33,17.9,0.0,0,0,2.4,2.4,0.1,-0.4,-0.4
122,135,Marko Arnautović,at AUT,FW,Bologna,it Serie A,33,1989,17.0,10,28,15,53.6,1.65,0.88,0.25,0.47,15.5,0.0,3,3,7.2,4.8,0.17,2.8,2.2
123,136,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,28,1994,30.7,5,29,12,41.4,0.94,0.39,0.07,0.17,31.4,6.0,3,5,5.0,1.0,0.04,0.0,1.0
124,137,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,18,2004,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
125,138,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,20,2001,0.2,0,1,0,0.0,4.74,0.0,0.0,0.0,16.3,0.0,0,0,0.2,0.2,0.16,-0.2,-0.2
126,140,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,18,2003,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
127,141,Tolgay Arslan,de GER,MF,Udinese,it Serie A,31,1990,13.5,1,25,5,20.0,1.86,0.37,0.04,0.2,21.1,1.0,0,0,2.2,2.2,0.09,-1.2,-1.2
128,142,Ricard Artero,es ESP,"MF,FW",Girona,es La Liga,19,2003,1.5,0,4,1,25.0,2.71,0.68,0.0,0.0,11.8,0.0,0,0,0.5,0.5,0.13,-0.5,-0.5
129,143,Arthur,br BRA,FW,Fiorentina,it Serie A,24,1998,15.9,8,52,20,38.5,3.27,1.26,0.12,0.3,13.1,0.0,2,2,7.9,6.3,0.12,0.1,-0.3
